id,language,l0,l1,l2,text
ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,es,livestock,technical_regulations,restriction_on_competition,"Abciximab 10 mg 1 inyectable perfusion.   Abiraterona 500mg 1 Comprimido  Afatinib 20mg 1 Comprimido  Aflibercept 100mg 1 Inyectable Perfusion  Aflibercept 4mg 1 Inyectable Intravitreo  Albumina 20  50ml 10G 1 Inyectable Perfusion  Albumina 5  500ml 25G 1 Inyectable Perfusion  Alemtuzumab 12mg 1 Inyectable Perfusion  Alirocumab 150mg 1 Pluma Inyectable  Alirocumab 75mg 1 Pluma Inyectable  Alteplasa 50mg 1 Inyectable  Ambrisentan 10mg 1 Comprimido  Ambrisentan 5mg 1 Comprimido  AmoxicilinaClavulanico Acido 1. 000mg200mg 1 Inyectable  AmoxicilinaClavulanico Acido 2. 000mg200mg 1 Inyectable Perfusion  Anidulafungina 100mg 1 Inyectable Perfusion  Apremilast 30mg 1 Comprimido  Aripiprazol 15mg 1 Comprimido  Atosiban 375mg 1 Inyectable Perfusion  Azacitidina 100mg 1 Inyectable  Aztreonam 75mg 1 Vial Monodosis Inhalacion Pulmonar  Bendamustina 100mg 1 Inyectable Perfusion  Bevacizumab 100mg 1 Inyectable Perfusion  Bevacizumab 400mg 1 Inyectable Perfusion  Bosentan 125mg 1 Comprimido  Bosutinib 100mg 1 Comprimido  Brentuximab Vedotin 50mg 1 Inyectable  Budesonida 05mgMl 2 Ml Ampolla Inhalacion Pulmonar  C1 Inhibidor 500ui 1 Inyectable Perfusion  Cabazitaxel 60mg 1 Inyectable Perfusion  Capecitabina 500mg 1 Comprimido  Caspofungina 50mg 1 Inyectable Perfusion  Caspofungina 70mg 1 Inyectable Perfusion  Cefepima 2. 000mg 1 Inyectable Intravenosa  Ceftriaxona 1. 000mg 1 Inyectable Intravenosa  Ceftriaxona 2. 000mg 1 Inyectable Intravenosa  Celsior Kit 1 Bolsa 1l  Cetuximab 100mg 1 Inyectable Perfusion  Clevidipino 25mg 1 Inyectable  ClostridiopeptidasaProteoliticas Enzimas 1UI024UI1G 30g Pomada Cutanea 1 Envase  Colistina 1mui 1 Envase Inhalacion Pulmonar  Colistina 1mui 1 InyectableInhalacion Pulmonar  Colobreathe 1. 662. 500ui 56 Capsulas1 Inhalador Turbospin Polvo Inhal  Crizotinib 250mg 1 Capsula  Dabrafenib 50mg 1 Capsula  Dabrafenib 75mg 1 Capsula  Daptomicina 350mg 1 Inyectable Perfusion  Daratumumab 100mg 1 Inyectable Perfusion  Daratumumab 400mg 1 Inyectable Perfusion  Darunavir 800mg 1 Comprimido  DarunavirCobicistat 800mg150mg 1 Comprimido  Dasatinib 50mg 1 Comprimido  Denosumab 120mg 1 Inyectable  Desflurano 240ml 1 Envase  Dexametasona 4mg 1 Inyectable  Dexmedetomidina 1mg 1 Inyectable Perfusion  Dinoprostona 10mg 1 Envase  Dispositivo Intrauterino Con Levonorgestrel 52mg 1 Unidad  Dolutegravir 50mg 1 Comprimido  Dornasa Alfa 25mg 1 Ampolla Inhalacion Pulmonar  Doxorubicina Liposomal 50mg 1 Inyectable Perfusion  Eculizumab 300mg 1 Inyectable Perfusion  Eliglustat 84mg 1 Comprimido  Eltrombopag 25mg 1 Comprimido  Eltrombopag 50mg 1 Comprimido  Emtricitabina 200mgTenefovir 10mgElvitegravir 150mg Cobicistat 150mg 1 Comprimido  EmtricitabinaTenofovir DisoproxilRilpivirina 200mg245mg25mg 1 Comprimido  Enoxaparina 4. 000ui40mg 1 Jeringa Precargada  Enoxaparina 6. 000ui60mg 1 Jeringa Precargada  Entecavir 05mg 1 Comprimido  Eptacog Alfa ACTIVADO 100 Mil Ui 1 Inyectable  Eptacog Alfa ACTIVADO 250 Mil Ui 1 Inyectable  Eptacog Alfa ACTIVADO 50 Mil Ui 1 Inyectable  Eribulina 088mg 1 Inyectable  Ertapenem 1. 000mg 1 Inyectable Perfusion  Everolimus AFINITOR 10 Mg 1 Comprimido  Everolimus AFINITOR 5 Mg 1 Comprimido  Everolimus VOTUBIA 10 Mg 1 Comprimido  Everolimus VOTUBIA 25 Mg 1 Comprimido  Everolimus VOTUBIA 5 Mg 1 Comprimido  Evolocumab 140mg 1 Jeringa Inyectable  Factores De Coagulacion Ix Ii Vii Y X En Asociacion 600ui 1 Inyectable  Fampridina 10mg 1 Comprimido Liberacion Modificada  Fingolimod 05mg 1 Capsula  Gefitinib 250mg 1 Comprimido  Glatiramero Acetato 40mg 1 Jeringa Inyectable  Golimumab 100mg 1 Pluma Inyectable  Golimumab 50mg 1 Pluma Inyectable  Hexafluoruro De Azufre 004ml 1 Inyectable  Hidrocortisona 100mg 1 Inyectable IvIm  Hidroxietilalmidon 6  500ml 1 Inyectable Perfusion  Ibrutinib 140mg 1 capsula  Icatibant 30mg 1 Jeringa Inyectable  Idelalisib 100mg 1 Comprimido  Imiglucerasa 400ui 1 Inyectable Perfusion  Inmunoglobulina Humana Normal Extravascular 4. 000mg 1 Iny Subcutanea  Inmunoglobulina Humana Normal Intravascular 10  100ml 10. 000MG 1 Inyect Perfusion  Inmunoglobulina Humana Normal Intravascular 10  200ml 20. 000MG 1 Inyect Perfusion  Inmunoglobulina Humana Normal Intravascular 10  50ml 5. 000MG 1 Inyect Perfusion  Interferon Beta-1a 132mcg 1 Cartucho Inyectable Subcutanea  Interferon Beta-1a 30mcg 1 Pluma Inyectable Intramuscular  Interferon Beta-1a 66mcg 1 Cartucho Inyectable Subcutanea  Interferon Beta-1b 300mcg96mui 1 Jeringa Inyectable BETAFERON  Ivacaftor 150mg 1 Comprimido  Lacosamida 200mg 1 Inyectable Perfusion  Lanreotida 60mg 1 Jeringa Inyectable  Lapatinib 250mg 1 Comprimido  Laronidasa 500ui 1 Inyectable Perfusion  Laurilsulfato SodioCitrato Trisodio 45mg450mg 1 Enema  Lenalidomida 10mg 1 Capsula  Lenalidomida 15mg 1 Capsula  Lenalidomida 20mg 1 Capsula  Lenalidomida 25mg 1 Capsula  Lenalidomida 5mg 1 Capsula  Levetiracetam 500mg 1 Inyectable Perfusion  LevodopaCarbidopa 2. 000mg500mg 1 Envase Liquido Gastroenterico  Linezolid 600mg 1 Inyectable Perfusion  Lipegfilgrastim 6mg 1 Jeringa Inyectable  Macitentan 10mg 1 Comprimido  Melfalan 50mg 1 Inyectable  Mepolizumab 100mg 1 Inyectable  Meropenem 1. 000mg 1 Inyectable Intravenosa  Metamizol Magnesico 2. 000mg 1 Inyectable  Metilprednisolona 40mg 1 Inyectable  Micofenolico Acido SODICO 360mg 1 Comprimido  Miglustat 100mg 1 Capsula  Mupirocina 20mg1g 30g Pomada Cutanea 1 Envase  Nilotinib 150mg 1 Capsula  Nilotinib 200mg 1 Capsula  Nintedanib OFEV 100mg 1 Capsula  Nintedanib OFEV 150mg 1 Capsula  Nintedanib VARGATEF 100mg 1 Capsula  Nivolumab 100mg 1 Inyectable Perfusion  Nivolumab 40mg 1 Inyectable Perfusion  Noradrenalina 1mgMl Amp 10 Ml  Norepinefrina 50mg 1 Inyectable  Olaparib 50mg 1 Capsula  Omalizumab 150mg 1 Jeringa Precargada Inyectable  Omalizumab 75mg 1 Jeringa Precargada Inyectable  Omeprazol 20mg 1 Capsula EntericaGastrorresistente  Orfadin 4mgMl 90ml 1 Frasco Suspension Oral  Paclitaxel-Albumina 100mg 1 Inyectable Perfusion  Palbociclib 100 Mg Capsulas  Palbociclib 125mg 1 Capsula  Palbociclib 75 Mg Capsulas  Panitumumab 100mg 1 Inyectable Perfusion  Paracetamol 1. 000mg 1 Inyectable Perfusion  Paracetamol 500mg 1 Comprimido  Pazopanib 200mg 1 Comprimido  Pazopanib 400mg 1 Comprimido  Peg-Interferon Beta-1a 125mcg 1 Pluma Inyectable  Pembrolizumab 100mg 1 Inyectable Perfusion  Pemetrexed 100mg 1 Inyectable Perfusion Polvo  Pemetrexed 500mg 1 Inyectable Perfusion Polvo  PiperacilinaTazobactam 4. 000mg500mg 1 Inyectable Perfusion  Pirfenidona 267mg 1 Capsula  Pirfenidona 801 Mg E84 Comp Rec.   Pomalidomida 3mg 1 Capsula  Pomalidomida 4mg 1 Capsula  Posaconazol 100mg 1 Comprimido  Propofol 2  50ml 1 Inyectable Perfusion  Raltitrexed 2mg 1 Inyectable  Ramucirumab 100mg 1 Inyectable Perfusion  Ramucirumab 500mg 1 Inyectable Perfusion  Ranibizumab 23mg 1 Inyectable  Rasburicasa 15mg 1 Inyectable Perfusion  Regorafenib 40mg 1 Comprimido  Remifentanilo 5mg 1 Inyectable Perfusion  Riociguat 25mg 1 Comprimido  Rituximab 1. 400mg 1 Inyectable Subcutaneo  Romiplostim 250mcg 1 Inyectable  Ruxolitinib 15mg 1 Comprimido  Ruxolitinib 5mg 1 Comprimido  Sapropterina 100mg 1 Comprimido  Sativex Oromucosal Spray 100 Aplicaciones 100mcl 1 Vial 10ml  Sevoflurano 100  250ml 1 Envase Inhalacion Endotraqueopulmonar  Sorafenib 200mg 1 Comprimido  Sunitinib 125mg 1 Capsula  Teduglutida 5mg 1 Inyectable  Tenecteplasa 50mg 1 Inyectable  Tenofovir DisoproxilEmtricitabina 245mg200mg 1 Comprimido  Tenofovir Disoproxilo 245mg 1 Comprimido  Teriflunomida 14mg 1 Comprimido  Tigeciclina 50mg 1 Inyectable Perfusion  Tirotropina 09mg 1 Inyectable  Tisseel Soluciones Para Adhesivo Tisular 1 X 10ml  Tisseel Soluciones Para Adhesivo Tisular 1 X 4ml  Tobramicina 300mg 1 Envase Monodosis Inhalacion Pulmonar  Tolvaptan 15mg 1 Comprimido  Tolvaptan 30mg 1 Comprimido  Trabectedina 1mg 1 Inyectable Perfusion  Trametinib 2mg 1 Comprimido  Trastuzumab 600mg 1 Inyectable Subcutanea  Trastuzumab Emtansina 100mg 1 Inyectable Perfusion  TrifluridinaTipiracilo 15mg614mg 1 Comprimido  TrifluridinaTipiracilo 20mg819mg 1 Comprimido  TrombinaFibrinogeno 95cmx48cm 912UI2508MG 1 Aposito  Vacuna Bcg 125mg 1 Vial Irrigacion Vesical  Valganciclovir 450mg 1 Comprimido  Vancomicina 500mg 1 Inyectable PerfusionOral  Vedolizumab 300mg 1 Inyectable Perfusion  Velaglucerasa Alfa 400ui 1 Inyectable Perfusion "
ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,es,ports_policy,regions_of_Spain,international_finance,"Lote 1. 1 Buques oceanograficos Puerto de Vigo.   Lote 1. 2 Buques oceanograficos resto de ESPANA excepto Islas Canarias e Islas Baleares.   Lote 1. 3 Buques oceanograficos Islas Baleares.   Lote 1. 4 Buques Oceanograficos Islas Canarias.   Lote 2. 1 Embarcaciones reservas marinas Almeria I Puerto Pesquero de Almeria.   Lote 2. 2 Embarcaciones reservas marinas Almeria II Puerto de Almerinar.   Lote 2. 3 Embarcaciones reservas marinas Almeria III Puerto de Carboneras.   Lote 2. 4 Embarcaciones reservas marinas Murcia Cabo de Palos.   Lote 2. 5 Embarcaciones reservas marinas Cala Ratjada.   Lote 2. 6 Embarcaciones reservas marinas Canarias.  "
ocds-0c46vo-0133-000222-2019_Tender_000222-2019_td,es,restrictive_trade_practice,textile_industry,composition_of_the_population,"1 Collarin cervical semirrigido  1. 1 100830 collarin cervical semirrigido talla pequena corta  1. 2 100997 collarin cervical semirrigido talla mediana  1. 3 100066 collarin cervical semirrigido talla grande  1. 4 100951 collarin cervical semirrigido talla extragrande.   2 Esparadrapo papel  2. 1 100498esparadrapo papel 25 cm x 10 m  2. 2 100497 esparadrapo papel 5 cm x 10 m.   3 esparadrapo tejido sin tejer  3. 1 100832 esparadrapo tejido sin tejer 10 cm x 10 m  3. 2 100341 esparadrapo tejido sin tejer 5 cm x 10 m.   4 Esparadrapo seda  4. 1 100499 esparadrapo seda 25 cm x 10 m  4. 2 100831 esparadrapo seda 5 cm x 10 m.   5 Ferula aluminio-espuma tipo Zimmer  5. 1 100564 ferula aluminio-espuma tipo Zimmer 2x50 cm  5. 2 104487 ferula aluminio-espuma tipo Zimmer 5x50 cm.   6 Venda algodon 100  almohadillado  6. 1 100343 venda algodon 100  almohadillado 10 cm x 27 m  6. 2 100501 venda algodon 100  almohadillado 5 cm x 27 m.   7 Venda elastica adhesiva  7. 1 100837 venda elastica adhesiva 10 cm x 27 m  7. 2 101006 venda elastica adhesiva 5 cm x 27 m  7. 3 100503 venda elastica adhesiva 75 cm x 27 m.   8 Venda elastica cohesiva  8. 1 101007 venda elastica cohesiva 10 cm x 4 m  8. 2 100937 venda elastica cohesiva 6 cm x 4 m.   9 Venda elastica crepe  9. 1 100075 venda elastica crepe 10 cm x 10 m  9. 2 100838 venda elastica crepe 5 cm x 4 m  9. 3 100600 venda elastica crepe 75 cm x 4 m.   10 Venda escayola  10. 1 100076 venda escayola 10 cm x 27 m  10. 2 100077 venda escayola 15 cm x 27 m  10. 3 100078 venda escayola 5 cm x 27 m.   11 Venda gasa algodon orillada  11. 1 100074 venda gasa algodon orillada 10 cm x 10 m  11. 2 100502 venda gasa algodon orillada 5 cm x 5 m.   12 Venda inelastica adhesiva vendaje funcional 38 cm x 10 m  12. 1 100952 venda inelastica adhesiva vendaje funcional 38 cm x 10 m.   13 Venda tubular malla elastica  13. 1 102638 venda tubular malla elastica N05 dedo pequeno  13. 2 100386 venda tubular malla elastica N1 dedo adulto  13. 3 100347 venda tubular malla elastica N2 mano adulto  13. 4 100344 venda tubular malla elastica N3 brazo  13. 5 100345 venda tubular malla elastica N4 pierna y muslo pequeno  13. 6 100348 venda tubular malla elastica N6 muslo grueso  13. 7 100369 venda tubular malla elasticaA N8 tronco medio.   14 Venda espuma poliuretano Pre-Tape 7 cm x 20m  14. 1 100900 venda espuma poliuretano Pre-Tape 7 cm x 20m.  "
ocds-0c46vo-0133-000223-2019_Tender_000223-2019_td,es,distributive_trades,market_prices,computer_systems,"Suministro de frutas verduras hortalizas y tuberculos para el Complejo Asistencial de Zamora.   Mediante la celebracion de este contrato se pretende aprovisionar al Servicio de Alimentacion del Complejo Asistencial de Zamora de frutas verduras hortalizas y tuberculos necesarios para cubrir las necesidades de alimentacion de los pacientes ingresados durante el periodo de vigencia del contrato derivado del presente procedimiento.  "
ocds-0c46vo-0133-000224-2019_Tender_000224-2019_td,es,health_policy,credit,animal_nutrition,"La pretension de este contrato no es otra que la de dotar al Servicio de Alimentacion de la Gerencia de Asistencia Sanitaria de Zamora de los productos necesarios para la alimentacion y nutricion de los pacientes ingresados durante el periodo de vigencia del contrato derivado del presente procedimiento.   La pretension de este contrato no es otra que la de dotar al Servicio de Alimentacion de la Gerencia de Asistencia Sanitaria de Zamora de los productos necesarios para la alimentacion y nutricion de los pacientes ingresados durante el periodo de vigencia del contrato derivado del presente procedimiento.   La pretension de este contrato no es otra que la de dotar al Servicio de Alimentacion de la Gerencia de Asistencia Sanitaria de Zamora de los productos necesarios para la alimentacion y nutricion de los pacientes ingresados durante el periodo de vigencia del contrato derivado del presente procedimiento.   La pretension de este contrato no es otra que la de dotar al Servicio de Alimentacion de la Gerencia de Asistencia Sanitaria de Zamora de los productos necesarios para la alimentacion y nutricion de los pacientes ingresados durante el periodo de vigencia del contrato derivado del presente procedimiento.  "
ocds-0c46vo-0133-000225-2019_Tender_000225-2019_td,es,computer_systems,health_policy,humanitarian_aid,"Con la celebracion de este contrato se persigue satisfacer las necesidades nutricionales de los pacientes ingresados en la Gerencia de Asistencia Sanitaria de Zamora durante la vigencia del mismo.   Con la celebracion de este contrato se persigue satisfacer las necesidades nutricionales de los pacientes ingresados en la Gerencia de Asistencia Sanitaria de Zamora durante la vigencia del mismo.   Con la celebracion de este contrato se persigue satisfacer las necesidades nutricionales de los pacientes ingresados en la Gerencia de Asistencia Sanitaria de Zamora durante la vigencia del mismo.   Con la celebracion de este contrato se persigue satisfacer las necesidades nutricionales de los pacientes ingresados en la Gerencia de Asistencia Sanitaria de Zamora durante la vigencia del mismo.  "
ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,it,built-up_area,applied_sciences,computer_systems,"Con determinazione dirigenziale n.  2018 - 125. 0. 0.  - 60 esecutiva il 28. 12. 2018 e stato approvato l'affidamento della fornitura in opera dell'infrastruttura hardware e software del sistema unico integrato di rilevamento dei flussi di traffico nell'ambito del PON Citta Metropolitane 2014-2020.   CIG 77484531B2 "
ocds-0c46vo-0133-000256-2019_Tender_000256-2019_td,it,building_industry,information_policy,space_policy,"Progettazione fornitura posa in opera messa in funzione collegamento con la centrale operativa ANAS calibrazione e assistenza manutentiva in garanzia almeno biennale di un sistema di informazione agli utenti per la realizzazione di una parte del progetto SS268 del Vesuvio e viabilita interconnessa  applicazione dei sistemi tecnologici per la messa in sicurezza e monitoraggio  pannelli a messaggio variabile e relativi accessori.  "
ocds-0c46vo-0133-000258-2019_Tender_000258-2019_td,it,communications_systems,APEC_countries,nuclear_power_station,"Progettazione esecutiva fornitura posa in opera messa in funzione collegamento con le centrali operative ANAS e ACaMIR calibrazione e assistenza in garanzia almeno biennale delle seguenti opere   1 rete di comunicazione di tipo wireless che consenta agli apparati disponibili su ciascun impianto installato sul territorio e oggetto dellintervento di comunicare con le centrali operative   2 rete di impianti per le telecamere di monitoraggio   3 telecamere da installare in ciascuno dei 93 impianti distribuiti sulla SS 268.  "
ocds-0c46vo-0133-000437-2019_Tender_000437-2019_td,en,energy_policy,metallurgical_industry,electrical_industry,"The customer requires the supply and installation of energy efficient LED lighting on selected Police sites throughout Lincolnshire.  The winning Tenderer will be required to provide all relevant information to enable the customer to complete a business case and apply for funding through Salix Finance Ltd.  All installations will need to be completed by 31. 3. 2019.  "
ocds-0c46vo-0133-000627-2019_Tender_000627-2019_td,it,organisation_of_professions,management_accounting,computer_systems,"Lappalto ha per oggetto laffidamento del servizio di revisione legale dei conti di AMA S. p. A.  ai sensi dellart.  14 del D. Lgs.  27. 1. 2010 n.  39 inclusa la sottoscrizione delle dichiarazioni fiscali esercizi 2019-2020-2021 la revisione contabile della relazione semestrale civilistica e consolidata di AMA S. p. A.  esercizi 2019-2020-2021 e del bilancio di esercizio e consolidato di AMA S. p. A.  esercizi 2019-2020-2021.  "
ocds-0c46vo-0133-000636-2019_Tender_000636-2019_td,it,European_treaties,means_of_transport,commercial_transaction,"Responsabilita civile terzi e prestatori di lavoro  RCTRCO  Cod.  CIG 7717877195.   Infortuni multisezione  Cod.  CIG 7717883687.   Incendio  Cod.  CIG 7717886900.   All risks impianti e attrezzature elettroniche  Cod.  CIG 7717893EC5.   Furto  Cod.  CIG 7717901562.   Opere arte Cod.  CIG 7717906981.   RCA veicoli a motore  Cod.  CIG 7717909BFA.   Kasko  Cod.  CIG 7717917297.   Tutela giudiziaria  Cod.  CIG 77179226B6.   Responsabilita civile patrimoniale  Cod.  CIG 7717928BA8.   Terremoto  Cod.  CIG 7717929C7B.  "
ocds-0c46vo-0133-000752-2019_Tender_000752-2019_td,en,education,education_policy,vocational_training,"Framework Agreement on Services for Swedish development cooperation in education skills development and Lifelong Learning.   The purpose of the Framework Agreement is to provide a range of expertise that Sida can draw on for support to Sida's project and programs with focus on education skills Development and Lifelong Learning.   Please see the tender Documents for further information.  "
ocds-0c46vo-0133-000759-2019_Tender_000759-2019_td,it,public_contract,construction_policy,built-up_area,"Questa societa ha deliberato di affidare tramite sottoscrizione di accordo quadro ai sensi dellart.  54 comma 3 del Codice degli appalti suddiviso in 2 lotti non cumulabili da concludere con un solo operatore per ciascun lotto lesecuzione di tutte le prestazioni dingegneria ed architettura a supporto di MM  ed in particolare della funzione Progettazione On Demand POD  per le attivita di progettazione di interventi di ristrutturazione manutenzione e nuova costruzione da realizzare negli edifici e infrastrutture di proprieta del Comune di Milano siti prevalentemente nel territorio comunale eo presso lArea Metropolitana alle condizioni stabilite dal capitolato speciale dappalto e dalla documentazione di gara e contrattuale tutta.   Questa societa ha deliberato di affidare tramite sottoscrizione di accordo quadro ai sensi dellart.  54 comma 3 del Codice degli appalti suddiviso in 2 lotti non cumulabili da concludere con un solo operatore per ciascun lotto lesecuzione di tutte le prestazioni dingegneria e architettura a supporto di MM  ed in particolare della funzione Progettazione On Demand POD  per le attivita di progettazione di interventi di ristrutturazione manutenzione e nuova costruzione da realizzare negli edifici e infrastrutture di proprieta del Comune di Milano siti prevalentemente nel territorio comunale eo presso lArea Metropolitana alle condizioni stabilite dal capitolato speciale dappalto e dalla documentazione di gara e contrattuale tutta.  "
ocds-0c46vo-0133-000797-2019_Tender_000797-2019_td,it,organisation,storage,budgetary_expenditure,"Affidamento in concessione del servizio di gestione delle farmacie di proprieta del Comune di Fiano Romano previa individuazione del socio privato a cui assegnare il 49  delle quote societarie della Societa Social-Pharm S. r. l. .   Limporto presunto della gara e pari a 1 119 000 EUR euro un milione centodiciannove00 risultante dal valore del 49  delle quote da cedere componenti lentita del capitale sociale della Social-Pharm S. r. l.  oltre IVA.  Non si rinvengono oneri della sicurezza da interferenza.   Ai sensi dellart.  23 comma 16 del codice limporto posto a base di gara comprende i costi della manodopera che la stazione appaltante ha stimato pari a 260 00000 EUR circa calcolati sulla base del dato storico del costo del personale.   Durata della concessione 30 anni.  Si fa rilevare che il termine indicato e riferito alla durata della concessione del servizio attribuito alla societa Social-Pharma S. r. l.  da parte del Comune di Fiano Romano mentre la durata della societa e stabilita in anni 99 novantanove come previsto dallart.  3 dello statuto della societa stessa costituita con atto ricevuto dallo studio notarile notaio Francesco Tarsia di Belmonte con sede in Santa Marinella RM in data 18. 12. 2018 Rep.  n.  93786627.  "
ocds-0c46vo-0133-000937-2019_Tender_000937-2019_td,it,educational_institution,mode_of_transport,public_contract,"Lappalto ha per oggetto il servizio di trasporto scolastico da eseguirsi su tutto il territorio del Comune di Pennabilli per gli alunni residenti frequentanti le Scuole Statali dellInfanzia Primaria e Secondaria di I grado dellistituto comprensivo P Olivieri di Pennabilli in un unico lotto per economie di mercato.  Si precisa che il trasporto degli alunni della Scuola dellInfanzia dovra includere la presenza dellaccompagnatore necessario per il relativo trasporto. Il servizio di trasporto scolastico e da considerarsi di pubblico interesse e pertanto non potra essere sospeso o abbandonato fatti salvi i casi di forza maggiore previsti dalla legge.   Il servizio dovra essere prestato con numero 2 mezzi di proprieta dellappaltatore secondo il calendario scolastico stabilito dalle competenti autorita e sulla base dei percorsi indicativi indicati nellallegato A B C del Capitolato tecnico prestazionale.   I chilometri previsti sono per ciascuno degli anni scolastici 20182019 20192020 20202021 20212022 e 20222023 presuntivamente n.  36 000 e sicche complessivamente per tutta la durata dellappalto presuntivamente n.  180 000.   Il servizio dovra essere svolto dallAppaltatore con propri capitali e mezzi tecnici con proprio personale a proprio rischio e con l'assunzione a proprio carico di tutti gli oneri attinenti al servizio stesso nessuno escluso ivi compreso laccompagnatore.  "
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,es,energy_policy,town_planning,electrical_industry,"Gestion del suministro energetico de electricidad optimizacion y mantenimiento integral con garantia total de las instalaciones electricas en 42 edificios municipales del Ayuntamiento de Vitoria-Gasteiz y que comprende prestaciones de gestion energetica gestion del mantenimiento integral garantia total obras obligatorias de mejora y renovacion de instalaciones y obras de mejora de ejecucion voluntaria por el adjudicatario.  "
ocds-0c46vo-0133-001446-2019_Tender_001446-2019_td,it,water_policy,machinery,built-up_area,"Servizio di revisione della progettazione definitiva ed esecutivail servizio di coordinamento della sicurezza in fase di progettazione il servizio di direzione dei lavori e il servizio di coordinamento della sicurezza in fase di esecuzione inerenti i lavori Patto per il Sud della Citta di Palermo-lavori di costruzione dei ponti laterali sul fiume Oreto nella Circonvallazione di Palermo.  "
ocds-0c46vo-0133-001922-2019_Tender_001922-2019_td,it,educational_institution,construction_policy,building_industry,"Direzione lavori contabilita e misura coordinamento sicurezza per lavori costruzione complesso scolastico scuola infanzia e primaria con annessa palestra Loc.  CasalelloAcqua Pesata opere strutturali edili e impiantistica e opere accessorie sistemazione esterna "
ocds-0c46vo-0133-001957-2019_Tender_001957-2019_td,fr,personnel_administration,waste_management,United_Kingdom_OCT,"Les dispositions du present marche concernent un marche de collecte selective des dechets menagers et assimiles sur la totalite du territoire de la Communaute de Communes de la Thierache du Centre 68 communes reparties sur 3 cantons.   Le marche comprend   la fourniture de vehicules ou de materiels et de tous les accessoires et produits necessaires a l'execution du service   le deploiement du personnel administratif et technique conducteurs agents de collecte agents d'entretien encadrement. . . .    le paiement de toutes les taxes impots consommables.   Le detail de la prestation est indique dans le CCTP et ses annexes.  "
ocds-0c46vo-0133-002084-2019_Tender_002084-2019_td,en,education,public_opinion,economic_policy,"Situated in Rocester Staffordshire JCB Academy is the first of a new kind of school in the UK focused on delivering high quality engineering and business education to learners from 13-18.   The Academy are looking for a catering partner who through their education catering experience can develop and improve the catering services and maximise financial performance.   The clients key objectives for the new contract include   a good quality food and refreshment service which supports learning   healthy balanced affordable food choices to fuel all learners throughout their busy day   friendly professional and inclusive services for all JCB Academy learners and staff   value for money for learners staff and The JCB Academy   a contractual partnership which guarantees the annual budget and rewards both parties for good performance.  "
ocds-0c46vo-0133-002121-2019_Tender_002121-2019_td,en,restrictive_trade_practice,family_law,means_of_transport,"Negotiated procedure for the maintenance service and the supply of spare parts for vehicles operated by the 2nd Carabinieri Mobile Brigade for the year 2019.   Lot 2 Mechanical maintenance and repair of tactical vehicles  C. I. G.  7675812870.  "
ocds-0c46vo-0133-002154-2019_Tender_002154-2019_td,en,applied_sciences,health_policy,public_opinion,"DNA samples are isolated from whole blood.  Sequencing shall be carried out on an established technology platform such as Illumina.  "
ocds-0c46vo-0133-002244-2019_Tender_002244-2019_td,en,educational_institution,mode_of_transport,organisation_of_transport,"QBH032  Home to school transport  Hospital Road Bury St Edmunds IP33 3JY to Bramfield House School Walpole Road Halesworth IP19 9AB.  "
ocds-0c46vo-0133-002277-2019_Tender_002277-2019_td,en,public_contract,construction_policy,financial_management,"Internal cleaning of 5 educational premises belonging to the Alpha Academies Trust approximately 20 000 square metres.  Contract award to run for 3 initial years with an option to extend for a further 2 years.  The Contract will be based on a Need to clean basis to agreed and contracted service standards.  "
ocds-0c46vo-0133-002510-2019_Tender_002510-2019_td,en,arms_policy,foreign_policy,European_treaties,"Procurement of services for RSCI regional security coordination initiatives.  "
ocds-0c46vo-0133-002521-2019_Tender_002521-2019_td,en,information_policy communications_industry,industrial_manufacturing,rights_of_the_individual,"See Internet address provided in Section I. 3.  "
ocds-0c46vo-0133-002672-2019_Tender_002672-2019_td,en,metallurgical_industry,population_dynamics,social_policy,"Project Reach is entirely based on the Universal Design concept and is aimed at improving the quality of life of persons with disabilities.  It has been ensured that the complex as a whole conforms and accedes the access for all design guidelines issued by CRPD.  Therefore all parts of the project are to be totally accessible to all users and pose no physical barriers to persons with limited mobility or physical and intellectual impairment.  The development consists primarily of 4 separate buildings which are all 5 stories high including the recessed level.  All buildings have a level entrance.  There is an underground level of parking which also houses the sensory pool area and the Enemalta plc substation.  "
ocds-0c46vo-0133-002685-2019_Tender_002685-2019_td,fr,oleaginous_plant,building_industry,land_use,"Les travaux portent sur la realisation de  Operation prealables realisation de puits de rabattement de la nappe consolidation du sol par la realisation de colonnes de Jet grouting et puits de travail  Construction d'un ouvrage visitable de type A185 x 130 en galerie traditionnelle sur environ 190 m rue Rhin et Danube entre le quai du commerce et la rue des Mariniers et raccordement amontaval sur les ouvrages existants en service.   Construction d'un regard d'acces de grande hauteur et amenagement de 2 cheminees d'aeration  Reprise du branchement de Groupama et creation d'une chambre de chute dans le collecteur A185x130 pour recuperer les eaux d'exhaure de ce site.   Remblaiement des collecteurs abandonnes rue du Bourget rue des Mariniers et sous le batiment Groupama situe rue de Saint-Cyr soit environ 500 m de collecteurs de Type T180 et T190.  "
